Date,WHHS
13-Mar-20,1.86
20-Mar-20,1.82
27-Mar-20,1.74
3-Apr-20,1.63
10-Apr-20,1.77
17-Apr-20,1.72
24-Apr-20,1.85
1-May-20,1.71
8-May-20,1.84
15-May-20,1.63
22-May-20,1.78
29-May-20,1.76
5-Jun-20,1.7
12-Jun-20,1.7
19-Jun-20,1.52
26-Jun-20,1.57
3-Jul-20,1.71
10-Jul-20,1.78
17-Jul-20,1.77
24-Jul-20,1.72
31-Jul-20,1.82
7-Aug-20,2.13
14-Aug-20,2.17
21-Aug-20,2.39
28-Aug-20,2.52
4-Sep-20,2.16
11-Sep-20,2.16
18-Sep-20,1.93
25-Sep-20,1.68
2-Oct-20,1.65
9-Oct-20,1.91
16-Oct-20,2.17
23-Oct-20,2.74
30-Oct-20,3.09
6-Nov-20,2.78
13-Nov-20,2.75
20-Nov-20,2.39
27-Nov-20,2.39
4-Dec-20,2.69
11-Dec-20,2.44
18-Dec-20,2.7
25-Dec-20,2.72
1-Jan-21,2.38
8-Jan-21,2.74
15-Jan-21,2.82
22-Jan-21,2.54
29-Jan-21,2.71
5-Feb-21,3.12
12-Feb-21,4.63
19-Feb-21,12.18
26-Feb-21,2.86
5-Mar-21,2.79
12-Mar-21,2.65
19-Mar-21,2.53
26-Mar-21,2.54
2-Apr-21,2.54
9-Apr-21,2.45
16-Apr-21,2.59
23-Apr-21,2.76
30-Apr-21,2.88
7-May-21,2.95
14-May-21,2.93
21-May-21,2.91
28-May-21,2.86
4-Jun-21,3.03
11-Jun-21,3.12
18-Jun-21,3.28
25-Jun-21,3.28
2-Jul-21,3.72
9-Jul-21,3.65
16-Jul-21,3.73
23-Jul-21,3.93
30-Jul-21,4.06
6-Aug-21,4.15
13-Aug-21,4.1
20-Aug-21,3.9
27-Aug-21,4.07
3-Sep-21,4.49
10-Sep-21,4.87
17-Sep-21,5.42
24-Sep-21,5.03
1-Oct-21,5.68
8-Oct-21,5.87
15-Oct-21,5.54
22-Oct-21,4.95
29-Oct-21,5.68
5-Nov-21,5.48
12-Nov-21,4.99
19-Nov-21,4.91
26-Nov-21,4.9
3-Dec-21,4.32
10-Dec-21,3.68
17-Dec-21,3.78
24-Dec-21,3.85
31-Dec-21,3.57
7-Jan-22,3.8
14-Jan-22,4.42
21-Jan-22,4.5
28-Jan-22,4.6
4-Feb-22,5.78
11-Feb-22,4.19
18-Feb-22,4.39
25-Feb-22,4.62
4-Mar-22,4.57
11-Mar-22,4.7
18-Mar-22,4.68
25-Mar-22,5.14
1-Apr-22,5.41
8-Apr-22,6.08
15-Apr-22,6.64
22-Apr-22,7.1
29-Apr-22,6.81
6-May-22,8.04
13-May-22,7.47
20-May-22,8.21
27-May-22,8.79
3-Jun-22,8.54
10-Jun-22,8.95
17-Jun-22,7.93
24-Jun-22,6.43
1-Jul-22,6.35
8-Jul-22,5.9
15-Jul-22,6.76
22-Jul-22,7.76
29-Jul-22,8.74
5-Aug-22,8.14
12-Aug-22,8.15
19-Aug-22,9.19
26-Aug-22,9.56
2-Sep-22,9.17
9-Sep-22,8.3
16-Sep-22,8.42
23-Sep-22,7.69
30-Sep-22,6.63
7-Oct-22,6.01
14-Oct-22,6.29
21-Oct-22,5.48
28-Oct-22,5.12
4-Nov-22,4.57
11-Nov-22,4.34
18-Nov-22,6.06
25-Nov-22,6.41
2-Dec-22,6.06
9-Dec-22,4.6
16-Dec-22,6.78
23-Dec-22,6.35
30-Dec-22,4.06
6-Jan-23,3.65
13-Jan-23,3.46
20-Jan-23,3.17
27-Jan-23,3.08
3-Feb-23,2.64
10-Feb-23,2.34
17-Feb-23,2.41
24-Feb-23,2.18
3-Mar-23,2.6
10-Mar-23,2.48
17-Mar-23,2.47
24-Mar-23,2.06
31-Mar-23,2.01
7-Apr-23,2.14
14-Apr-23,2.09
21-Apr-23,2.21
28-Apr-23,2.2
5-May-23,2.03
12-May-23,2.1
19-May-23,2.29
26-May-23,2.17
2-Jun-23,1.93
9-Jun-23,1.99
16-Jun-23,2.05
23-Jun-23,2.28
30-Jun-23,2.56
